,userId,productId,ratings
151,437,126,0
152,230,118,1
153,639,107,0
154,460,103,1
155,954,126,1
156,301,107,1
157,197,118,0
158,479,101,1
159,431,123,1
160,404,110,0
161,722,103,0
162,949,121,0
163,245,105,0
164,878,113,0
165,641,112,0
166,176,111,0
167,95,128,0
168,470,104,1
169,449,116,0
170,619,124,0
171,246,110,0
172,832,104,0
173,869,104,0
174,989,129,0
175,695,106,1
176,212,118,0
177,799,102,0
178,232,109,1
179,374,102,1
180,545,126,1
181,644,107,1
182,70,111,0
183,816,130,1
184,988,106,1
185,325,117,0
186,256,108,0
187,853,108,0
188,458,108,0
189,231,129,0
190,613,105,1
191,651,103,0
192,775,112,1
193,730,129,0
194,682,112,0
195,627,107,0
196,312,103,0
197,720,112,1
198,798,112,1
199,231,110,1
200,529,128,1
201,113,121,1
202,335,126,1
203,674,109,1
204,40,102,0
205,150,111,1
206,500,126,0
207,678,112,1
208,131,104,0
209,704,130,0
210,329,110,1
211,255,111,1
212,387,105,1
213,37,105,0
214,55,128,1
215,747,120,1
216,759,112,0
217,328,126,0
218,282,126,1
219,621,123,0
220,640,124,0
221,225,130,1
222,542,118,1
223,211,122,0
224,537,109,1
225,82,128,0
226,24,126,0
227,897,116,0
228,250,117,0
229,864,116,1
230,583,105,0
231,883,104,0
232,544,101,0
233,164,127,1
234,810,109,0
235,604,121,1
236,414,103,1
237,374,124,0
238,390,107,1
239,368,121,0
240,954,113,1
241,386,108,0
242,342,125,1
243,467,113,0
244,718,126,0
245,243,115,0
246,93,128,0
247,27,128,0
248,526,111,1
249,417,110,0
250,18,129,0
251,494,109,0
252,685,112,1
253,126,104,0
254,27,109,0
255,664,102,1
256,495,120,1
257,14,113,0
258,159,114,1
259,706,116,0
260,683,122,0
261,11,111,1
262,423,101,1
263,94,127,1
264,244,113,0
265,820,120,0
266,42,115,1
267,975,112,1
268,884,129,1
269,665,120,0
270,917,114,0
271,356,115,0
272,326,123,1
273,642,115,1
274,975,121,0
275,106,128,1
276,348,105,1
277,746,119,1
278,310,106,1
279,851,101,1
280,3,104,0
281,162,108,0
282,981,128,0
283,412,120,1
284,89,108,0
285,536,115,1
286,601,126,0
287,975,119,0
288,768,108,1
289,115,114,1
290,991,104,0
291,848,111,1
292,437,124,0
293,815,124,0
294,458,111,0
295,545,107,0
296,451,122,1
297,570,106,1
298,33,101,0
299,33,121,1
300,772,112,1
301,127,110,0
302,203,117,1
303,524,128,0
304,474,112,1
305,250,124,1
306,514,107,0
307,96,104,1
308,160,115,0
309,968,128,1
310,691,113,1
311,99,112,1
312,331,107,0
313,118,123,0
314,679,104,1
315,670,102,0
316,751,129,1
317,691,125,0
318,337,110,1
319,583,107,0
320,988,112,0
321,360,111,0
322,130,118,1
323,133,115,1
324,379,103,0
325,941,122,1
326,468,121,0
327,427,110,1
328,860,116,1
329,54,106,1
330,283,109,0
331,674,111,0
332,395,128,0
333,692,105,0
334,506,114,0
335,10,107,0
336,832,106,1
337,158,117,1
338,105,104,0
339,695,129,1
340,121,126,0
341,754,130,1
342,648,128,1
343,779,114,1
344,795,102,1
345,685,105,1
346,431,113,0
347,606,103,1
348,629,124,1
349,9,108,0
350,238,111,0
351,506,126,1
352,136,107,0
353,254,130,0
354,690,124,1
355,129,111,1
356,176,118,0
357,722,127,0
358,956,112,1
359,667,117,1
360,582,126,0
361,434,127,1
362,9,101,0
363,169,120,0
364,427,123,1
365,19,128,1
366,110,122,1
367,344,111,0
368,390,125,0
369,206,117,0
370,318,113,1
371,382,122,0
372,327,116,0
373,114,107,0
374,697,125,1
375,960,125,0
376,750,125,0
377,88,113,1
378,963,104,0
379,958,128,1
380,336,127,0
381,972,127,0
382,74,107,1
383,696,110,1
384,344,115,0
385,487,126,1
386,369,124,1
387,250,112,0
388,803,101,1
389,824,125,1
390,342,118,1
391,740,104,1
392,877,103,0
393,401,127,0
394,739,125,1
395,721,119,1
396,680,103,0
397,513,110,1
398,842,115,0
399,525,109,0
400,195,120,0
401,115,118,0
402,837,126,0
403,994,114,0
404,800,111,1
405,206,120,0
406,360,114,1
407,577,127,1
408,650,101,1
409,879,112,0
410,736,118,0
411,60,104,1
412,71,121,1
413,120,127,1
414,831,116,1
415,941,125,0
416,168,120,1
417,389,106,0
418,989,130,1
419,321,106,0
420,47,105,0
421,703,103,0
422,694,104,1
423,877,126,1
424,997,105,0
425,741,120,1
426,694,115,0
427,749,106,1
428,100,124,1
429,439,103,0
430,60,115,1
431,990,104,1
432,128,116,1
433,362,126,1
434,713,110,1
435,95,111,1
436,420,112,1
437,372,106,0
438,752,124,1
439,268,117,1
440,393,119,1
441,897,122,1
442,635,116,0
443,394,101,1
444,293,115,0
445,950,105,0
446,426,123,1
447,794,118,1
448,389,114,0
449,823,104,1
450,840,113,0
451,638,128,0
452,748,104,1
453,589,108,0
454,507,128,0
455,933,118,1
456,337,113,1
457,418,106,1
458,117,124,1
459,304,129,0
460,534,119,1
461,996,119,1
462,884,113,0
463,993,113,1
464,514,130,1
465,515,124,0
466,253,121,0
467,98,118,1
468,861,120,0
469,182,126,1
470,942,110,1
471,101,111,0
472,164,124,1
473,744,102,1
474,963,111,0
475,981,102,1
476,239,105,1
477,522,126,1
478,398,109,1
479,912,121,1
480,27,118,0
481,527,105,0
482,781,106,1
483,727,107,0
484,686,116,1
485,643,123,0
486,728,122,1
487,400,122,1
488,164,101,1
489,859,101,1
490,772,126,0
491,463,112,1
492,113,106,1
493,712,101,1
494,819,125,0
495,649,130,0
496,18,113,0
497,50,116,1
498,657,114,0
499,381,106,1
500,141,104,1
501,755,109,0
502,463,119,1
503,326,108,1
504,47,113,1
505,45,113,0
506,478,117,0
507,187,115,1
508,727,108,1
509,510,103,1
510,314,130,1
511,830,103,1
512,141,115,1
513,585,115,1
514,398,128,0
515,264,125,0
516,519,104,1
517,909,118,1
518,0,103,1
519,265,117,0
520,984,129,1
521,771,128,0
522,305,122,0
523,585,109,0
524,786,109,0
525,50,121,0
526,206,122,1
527,803,103,0
528,110,109,1
529,495,127,1
530,568,104,0
531,116,117,1
532,445,130,0
533,144,114,1
534,840,130,0
535,345,115,0
536,854,117,1
537,104,107,0
538,205,125,1
539,940,128,1
540,849,125,1
541,48,123,1
542,66,111,1
543,346,107,1
544,945,114,0
545,89,109,0
546,312,115,1
547,281,119,1
548,249,107,0
549,338,115,1
550,87,103,1
551,338,124,1
552,14,104,0
553,470,119,0
554,525,129,0
555,99,103,0
556,612,115,1
557,781,118,0
558,289,127,1
559,747,119,1
560,536,127,0
561,497,108,1
562,592,111,1
563,453,112,1
564,601,115,0
565,480,105,1
566,638,120,0
567,834,123,0
568,823,108,1
569,835,129,1
570,238,121,0
571,609,126,1
572,422,125,1
573,315,114,0
574,828,125,1
575,549,101,0
576,290,124,1
577,455,118,0
578,207,115,1
579,851,114,1
580,230,102,1
581,379,129,1
582,768,103,0
583,19,113,1
584,561,122,1
585,997,106,0
586,549,125,1
587,831,111,1
588,222,109,0
589,685,118,0
590,77,102,1
591,634,104,1
592,870,105,1
593,412,106,0
594,340,116,1
595,13,127,1
596,628,101,1
597,52,113,1
598,107,107,1
599,928,128,0
600,872,125,1
601,51,113,1
602,794,104,0
603,457,117,1
604,929,129,1
605,104,118,1
606,842,104,1
607,522,118,1
608,591,120,1
609,770,106,0
610,358,124,0
611,890,103,1
612,238,129,1
613,334,112,1
614,477,103,1
615,884,112,0
616,436,123,1
617,37,106,1
618,338,113,1
619,943,120,0
620,737,114,1
621,879,114,1
622,597,115,0
623,49,130,1
624,612,112,0
625,918,119,1
626,567,127,0
627,621,126,1
628,777,124,0
629,704,103,0
630,481,127,1
631,798,129,1
632,456,112,1
633,887,106,1
634,68,120,1
635,659,102,0
636,664,108,1
637,743,113,0
638,157,102,1
639,944,115,1
640,794,117,1
641,253,120,0
642,167,117,1
643,901,114,0
644,731,113,1
645,428,127,1
646,345,108,1
647,894,102,0
648,54,114,0
649,275,101,0
650,451,119,0
651,317,129,0
652,271,119,0
653,914,129,0
654,6,109,0
655,591,129,1
656,659,123,1
657,909,123,0
658,820,103,1
659,680,121,0
660,46,130,1
661,631,110,0
662,315,124,1
663,817,111,0
664,109,111,1
665,47,121,1
666,529,112,0
667,392,103,0
668,432,116,0
669,160,108,0
670,924,126,0
671,627,120,1
672,175,122,0
673,355,103,1
674,2,103,0
675,202,111,0
676,664,128,1
677,354,126,1
678,179,127,0
679,481,128,1
680,201,101,0
681,943,127,0
682,211,114,1
683,5,125,0
684,50,114,1
685,902,115,1
686,721,128,0
687,25,128,1
688,182,109,1
689,977,119,0
690,560,113,0
691,113,104,0
692,712,110,0
693,811,128,1
694,615,104,1
695,51,112,0
696,360,113,1
697,25,119,1
698,397,105,1
699,381,119,0
700,262,111,1
701,64,125,0
702,626,105,0
703,537,101,1
704,594,108,1
705,221,108,1
706,138,102,0
707,763,107,0
708,810,110,0
709,408,109,1
710,71,103,0
711,242,108,1
712,393,127,1
713,195,115,1
714,610,126,1
715,652,101,1
716,666,130,0
717,353,116,0
718,26,108,1
719,714,117,1
720,443,102,0
721,864,115,1
722,708,108,1
723,950,123,0
724,177,108,1
725,982,111,0
726,965,111,1
727,299,120,0
728,574,117,1
729,761,109,0
730,957,117,1
731,510,129,1
732,739,122,0
733,758,105,1
734,524,104,0
735,696,122,1
736,747,130,0
737,969,130,0
738,109,126,1
739,390,113,1
740,578,103,1
741,723,115,0
742,661,128,0
743,891,129,1
744,73,107,0
745,909,103,0
746,420,125,0
747,215,112,0
748,517,114,1
749,886,111,1
750,6,116,0
751,633,123,0
752,289,104,1
753,328,121,0
754,986,102,1
755,126,122,0
756,94,118,1
757,816,117,1
758,145,115,1
759,112,109,1
760,242,125,1
761,737,129,0
762,687,108,0
763,848,119,0
764,853,112,0
765,647,116,0
766,178,113,0
767,844,111,0
768,149,116,0
769,439,102,1
770,252,121,1
771,319,108,1
772,665,122,1
773,982,126,1
774,833,129,1
775,930,103,1
776,672,114,1
777,180,126,1
778,493,104,1
779,702,111,1
780,98,113,1
781,190,120,0
782,60,125,1
783,502,102,1
784,317,107,1
785,633,121,1
786,691,107,1
787,396,119,1
788,601,104,0
789,479,114,0
790,466,109,0
791,176,106,0
792,165,107,1
793,355,104,1
794,283,130,1
795,613,104,0
796,869,113,1
797,47,104,0
798,853,102,1
799,15,122,1
800,997,114,0
801,563,102,1
802,684,123,0
803,700,113,0
804,81,128,1
805,321,128,1
806,58,121,0
807,828,129,1
808,192,106,0
809,153,116,1
810,203,119,0
811,292,105,0
812,291,114,1
813,209,115,0
814,454,115,1
815,84,108,1
816,143,119,0
817,101,129,1
818,276,115,0
819,488,114,1
820,271,110,0
821,358,117,0
822,552,112,0
823,759,107,1
824,536,104,0
825,186,107,0
826,345,116,0
827,877,125,1
828,865,113,1
829,624,110,1
830,599,129,0
831,691,126,1
832,80,118,1
833,977,120,1
834,499,122,0
835,641,119,0
836,397,111,1
837,56,121,1
838,190,104,1
839,439,118,0
840,775,120,1
841,588,106,1
842,62,117,0
843,869,101,0
844,374,112,0
845,58,114,0
846,643,121,0
847,373,126,0
848,221,106,1
849,713,103,1
850,495,117,1
851,817,119,1
852,608,118,0
853,859,103,0
854,734,113,1
855,293,121,1
856,767,113,1
857,635,118,1
858,507,111,0
859,406,118,0
860,166,112,0
861,11,117,0
862,508,116,0
863,770,110,1
864,718,116,1
865,196,127,0
866,840,116,1
867,568,123,0
868,236,105,1
869,221,111,0
870,860,115,0
871,48,118,0
872,717,113,0
873,171,110,1
874,640,123,1
875,769,120,0
876,337,105,1
877,368,123,0
878,815,121,0
879,568,102,0
880,336,125,1
881,888,102,1
882,93,106,0
883,470,126,1
884,859,124,0
885,96,102,1
886,362,108,0
887,849,105,1
888,311,111,0
889,686,126,0
890,342,110,1
891,826,127,0
892,80,123,0
893,587,106,0
894,804,102,0
895,992,117,0
896,969,114,1
897,205,128,1
898,327,128,0
899,806,125,0
900,280,109,0
901,449,124,1
902,902,118,0
903,342,113,0
904,182,110,1
905,502,111,0
906,35,109,1
907,692,129,1
908,649,102,1
909,423,114,0
910,917,121,0
911,300,117,1
912,230,111,1
913,629,123,0
914,187,122,1
915,825,124,1
916,211,128,0
917,801,121,0
918,70,118,1
919,828,113,0
920,647,118,1
921,710,107,1
922,942,106,0
923,521,105,1
924,179,121,1
925,377,127,0
926,195,119,0
927,86,108,1
928,945,106,1
929,66,101,0
930,369,101,0
931,774,105,1
932,697,118,0
933,673,121,1
934,450,116,1
935,719,114,0
936,822,129,0
937,449,105,1
938,1,126,0
939,392,112,0
940,987,120,1
941,983,130,1
942,813,111,0
943,592,103,1
944,198,129,1
945,400,103,0
946,721,107,1
947,274,114,1
948,252,114,1
949,208,115,0
950,142,125,0
951,546,117,1
952,80,111,1
953,452,127,1
954,576,125,0
955,391,117,1
956,204,109,0
957,159,107,0
958,685,129,1
959,733,125,1
960,602,128,0
961,238,108,1
962,879,118,0
963,367,127,0
964,402,125,0
965,984,101,0
966,859,125,1
967,983,117,1
968,190,112,0
969,43,103,0
970,996,102,1
971,325,120,1
972,319,118,1
973,858,107,1
974,483,105,0
975,129,114,1
976,702,119,0
977,661,121,1
978,272,130,1
979,7,127,1
980,605,117,0
981,225,117,0
982,315,110,0
983,394,102,1
984,951,128,1
985,890,118,1
986,430,102,1
987,322,121,1
988,886,128,1
989,972,102,0
990,409,116,0
991,510,122,1
992,931,126,1
993,702,116,1
994,818,106,1
995,798,119,1
996,739,103,1
997,222,126,1
998,335,102,0
999,566,118,1
1000,866,130,0
1001,500,125,0
1002,679,106,0
1003,510,114,0
1004,296,126,1
1005,478,104,0
1006,987,128,0
1007,166,102,0
1008,468,106,1
1009,836,117,1
1010,924,120,1
1011,784,107,1
1012,610,125,0
1013,816,127,0
1014,596,101,1
1015,32,109,1
1016,205,113,1
1017,393,111,1
1018,930,113,0
1019,123,108,0
1020,637,110,1
1021,235,127,1
1022,466,118,0
1023,282,112,1
1024,400,124,1
1025,28,128,0
1026,219,125,0
1027,367,122,1
1028,452,130,0
1029,349,130,1
1030,298,104,1
1031,168,110,1
1032,582,127,1
1033,877,112,0
1034,782,114,0
1035,235,124,1
1036,768,107,0
1037,166,127,1
1038,430,116,0
1039,367,120,0
1040,571,116,0
1041,299,115,1
1042,807,111,1
1043,228,107,1
1044,515,105,1
1045,60,124,0
1046,821,129,0
1047,692,104,0
1048,275,115,1
1049,901,124,0
1050,702,122,1
1051,607,119,0
1052,890,113,0
1053,778,122,0
1054,541,102,0
1055,503,126,0
1056,702,107,0
1057,76,121,0
1058,401,113,1
1059,855,105,1
1060,413,124,1
1061,295,126,0
1062,973,116,1
1063,596,107,1
1064,446,113,0
1065,622,108,1
1066,590,102,1
1067,529,129,1
1068,695,128,0
1069,2,104,1
1070,341,110,0
1071,535,112,0
1072,130,114,1
1073,683,127,1
1074,476,107,0
1075,239,103,0
1076,116,115,0
1077,354,125,0
1078,716,111,1
1079,257,124,1
1080,838,106,0
1081,701,121,0
1082,424,109,1
1083,262,117,1
1084,610,122,1
1085,749,127,1
1086,745,104,1
1087,169,118,0
1088,532,122,1
1089,590,106,0
1090,88,127,1
1091,249,119,0
1092,386,130,0
1093,436,124,1
1094,703,116,1
1095,405,102,1
1096,285,105,1
1097,914,104,1
1098,936,101,0
1099,624,109,0
1100,742,102,1
1101,342,104,1
1102,876,104,1
1103,34,104,1
1104,170,120,1
1105,82,124,0
1106,201,120,0
1107,656,114,1
1108,107,127,0
1109,13,121,0
1110,852,113,0
1111,605,119,1
1112,975,127,0
1113,699,103,1
1114,40,115,1
1115,645,121,0
1116,208,123,1
1117,434,108,1
1118,887,117,1
1119,353,112,1
1120,814,104,1
1121,716,103,1
1122,626,113,0
1123,915,119,1
1124,274,109,0
1125,103,116,1
1126,535,126,0
1127,493,105,0
1128,461,117,0
1129,901,122,0
1130,192,114,1
1131,613,115,1
1132,319,103,1
1133,471,113,0
1134,657,108,1
1135,30,116,0
1136,441,127,1
1137,842,111,0
1138,128,111,1
1139,36,116,1
1140,613,103,0
1141,310,125,1
1142,989,112,1
1143,303,125,0
1144,730,103,0
1145,596,111,0
1146,528,120,0
1147,856,127,1
1148,899,126,1
1149,222,129,1
1150,723,101,1
1151,709,121,1
1152,501,124,1
1153,618,113,1
1154,738,102,0
1155,167,118,1
1156,975,108,0
1157,816,115,1
1158,883,123,1
1159,676,111,1
1160,58,106,1
1161,655,113,1
1162,265,125,1
1163,711,121,1
1164,979,106,1
1165,466,112,0
1166,893,115,1
1167,209,102,1
1168,554,124,0
1169,59,108,1
1170,924,115,0
1171,745,127,1
1172,247,102,1
1173,698,104,0
1174,436,127,0
1175,654,104,1
1176,304,108,1
1177,55,130,1
1178,949,107,1
1179,455,129,1
1180,56,105,1
1181,861,112,0
1182,992,114,1
1183,103,117,1
1184,73,125,1
1185,703,128,1
1186,140,119,0
1187,69,125,0
1188,934,121,1
1189,405,130,1
1190,178,125,1
1191,237,102,0
1192,809,129,0
1193,69,106,0
1194,939,110,1
1195,347,130,0
1196,465,126,0
1197,324,112,1
1198,763,111,0
1199,844,105,1
1200,809,122,1
1201,797,117,1
1202,551,106,0
1203,866,104,0
1204,823,128,0
1205,876,126,1
1206,941,116,0
1207,364,126,1
1208,380,118,1
1209,908,117,1
1210,105,124,1
1211,492,119,0
1212,201,118,1
1213,31,106,0
1214,477,120,1
1215,566,109,1
1216,25,106,0
1217,962,124,0
1218,266,113,1
1219,927,105,1
1220,541,118,0
1221,635,114,0
1222,443,110,1
1223,588,129,0
1224,371,106,0
1225,583,110,1
1226,226,119,0
1227,260,111,0
1228,855,124,1
1229,537,123,0
1230,631,130,1
1231,873,129,0
1232,779,104,1
1233,527,101,0
1234,409,129,1
1235,377,110,1
1236,42,110,1
1237,345,129,0
1238,53,113,1
1239,751,128,0
1240,961,111,0
1241,689,113,1
1242,958,114,1
1243,533,116,1
1244,239,122,0
1245,426,119,0
1246,24,130,0
1247,88,110,1
1248,321,111,0
1249,818,103,1
1250,837,130,0
1251,54,110,1
1252,210,117,1
1253,101,108,0
1254,857,111,1
1255,213,110,1
1256,854,116,1
1257,596,119,1
1258,557,129,1
1259,462,129,1
1260,694,119,0
1261,935,101,1
1262,996,111,0
1263,587,118,1
1264,617,118,1
1265,729,130,1
1266,827,123,1
1267,189,111,0
1268,686,101,0
1269,230,127,0
1270,132,105,0
1271,987,129,0
1272,256,109,1
1273,52,121,0
1274,116,114,0
1275,150,128,1
1276,466,102,1
1277,444,113,1
1278,574,111,1
1279,133,109,0
1280,940,108,0
1281,207,108,1
1282,153,114,1
1283,827,119,0
1284,498,111,0
1285,28,118,0
1286,436,113,1
1287,274,126,1
1288,634,114,1
1289,938,116,0
1290,77,110,0
1291,509,102,0
1292,265,107,0
1293,707,109,1
1294,873,105,0
1295,946,119,0
1296,594,128,1
1297,292,116,0
1298,15,119,0
1299,842,107,1
1300,754,106,1
1301,599,114,1
1302,899,113,0
1303,14,119,0
1304,458,128,1
1305,2,127,1
1306,766,117,0
1307,617,117,0
1308,816,113,1
1309,338,119,1
1310,759,120,1
1311,543,109,0
1312,689,115,0
1313,921,122,1
1314,997,107,1
1315,631,101,1
1316,706,101,0
1317,705,125,1
1318,177,105,1
1319,995,124,1
1320,31,113,1
1321,295,106,0
1322,971,119,1
1323,581,105,0
1324,406,113,1
1325,965,116,0
1326,659,128,0
1327,212,125,0
1328,88,102,1
1329,414,124,0
1330,392,102,1
1331,156,117,1
1332,984,116,1
1333,914,117,0
1334,952,114,1
1335,951,129,0
1336,127,108,0
1337,725,108,1
1338,153,120,0
1339,802,112,1
1340,884,106,0
1341,707,125,1
1342,128,119,1
1343,193,113,1
1344,288,129,1
1345,923,117,0
1346,877,115,0
1347,899,117,0
1348,892,117,1
1349,189,106,0
1350,993,117,0
1351,434,105,1
1352,644,130,1
1353,108,111,1
1354,50,117,1
1355,955,122,0
1356,385,104,0
1357,201,112,1
1358,171,117,0
1359,579,103,0
1360,661,115,1
1361,926,110,1
1362,42,128,0
1363,348,125,1
1364,698,128,1
1365,563,122,0
1366,98,108,0
1367,632,109,1
1368,584,128,1
1369,207,128,1
1370,234,124,0
1371,368,101,1
1372,50,110,1
1373,726,108,1
1374,914,101,1
1375,772,102,1
1376,555,130,0
1377,653,117,1
1378,990,130,0
1379,983,107,0
1380,63,103,1
1381,715,118,0
1382,789,107,0
1383,316,111,0
1384,645,124,0
1385,358,107,0
1386,666,114,1
1387,818,109,0
1388,440,130,1
1389,202,104,1
1390,870,130,1
1391,764,106,0
1392,616,117,0
1393,683,126,1
1394,987,112,1
1395,67,102,0
1396,700,115,0
1397,407,127,1
1398,873,122,0
1399,428,117,0
1400,623,112,1
1401,322,117,1
1402,685,106,0
1403,119,130,1
1404,920,105,1
1405,802,107,0
1406,827,103,1
1407,673,120,0
1408,432,104,1
1409,403,112,0
1410,89,125,0
1411,477,104,0
1412,809,107,1
1413,141,111,1
1414,593,103,0
1415,413,105,1
1416,692,117,1
1417,445,104,0
1418,596,105,0
1419,364,127,1
1420,994,115,0
1421,871,127,1
1422,494,108,0
1423,715,125,0
1424,254,121,1
1425,656,122,1
1426,372,111,0
1427,247,123,1
1428,421,119,0
1429,176,120,1
1430,966,115,1
1431,559,112,0
1432,172,114,0
1433,763,113,0
1434,732,125,0
1435,817,101,1
1436,349,108,0
1437,852,125,1
1438,346,116,1
1439,118,130,0
1440,593,101,1
1441,404,108,1
1442,847,119,0
1443,208,107,1
1444,50,127,1
1445,130,121,0
1446,458,102,0
1447,590,108,1
1448,78,130,1
1449,309,104,0
1450,298,127,0
1451,979,109,0
1452,81,104,0
1453,29,111,0
1454,968,125,0
1455,674,122,0
1456,616,124,1
1457,680,111,0
1458,533,117,1
1459,889,116,1
1460,326,121,1
1461,906,130,0
1462,874,101,1
1463,87,115,0
1464,502,126,0
1465,158,119,0
1466,742,105,0
1467,738,110,1
1468,383,106,0
1469,358,102,0
1470,582,108,1
1471,345,122,0
1472,921,103,1
1473,249,105,0
1474,753,127,1
1475,423,106,0
1476,23,123,1
1477,311,106,1
1478,877,111,0
1479,285,117,1
1480,428,101,1
1481,319,106,0
1482,487,103,1
1483,811,104,0
1484,539,117,0
1485,313,126,1
1486,473,111,0
1487,102,128,0
1488,956,118,1
1489,802,111,1
1490,238,115,1
1491,732,103,0
1492,975,105,0
1493,1,104,0
1494,339,128,1
1495,664,130,1
1496,894,120,1
1497,241,116,1
1498,653,120,0
1499,925,107,1
1500,590,107,0
1501,267,124,0
1502,514,102,1
1503,237,121,0
1504,303,111,1
1505,720,119,1
1506,453,101,0
1507,934,120,1
1508,654,116,0
1509,367,123,1
1510,851,102,0
1511,256,115,1
1512,286,126,1
1513,256,105,1
1514,356,129,1
1515,992,113,1
1516,509,128,1
1517,209,128,1
1518,991,109,1
1519,99,105,0
1520,291,124,0
1521,690,115,0
1522,155,109,0
1523,766,101,1
1524,490,102,0
1525,570,115,0
1526,807,116,0
1527,781,109,0
1528,371,122,0
1529,87,110,1
1530,983,122,0
1531,223,116,1
1532,486,120,0
1533,460,107,0
1534,631,115,0
1535,0,110,1
1536,301,111,0
1537,668,107,1
1538,194,114,0
1539,191,106,1
1540,421,105,1
1541,435,104,1
1542,542,106,1
1543,885,109,1
1544,181,123,0
1545,844,106,0
1546,522,101,0
1547,189,112,0
1548,346,118,1
1549,653,103,1
1550,815,111,1
1551,248,104,0
1552,61,125,0
1553,802,126,0
1554,659,109,1
1555,469,108,0
1556,87,130,1
1557,876,122,1
1558,357,113,0
1559,436,120,1
1560,820,126,0
1561,656,128,1
1562,704,122,0
1563,193,117,1
1564,904,113,0
1565,248,130,0
1566,15,103,0
1567,776,117,1
1568,504,106,1
1569,710,108,0
1570,138,115,0
1571,330,115,1
1572,939,103,1
1573,272,122,1
1574,182,108,1
1575,830,125,0
1576,526,108,1
1577,420,107,1
1578,946,125,0
1579,224,119,1
1580,815,105,1
1581,117,130,1
1582,846,128,1
1583,371,117,0
1584,982,103,1
1585,750,105,1
1586,88,125,0
1587,763,121,1
1588,131,121,0
1589,324,126,0
1590,892,101,1
1591,8,101,1
1592,46,101,0
1593,989,105,0
1594,131,105,0
1595,381,108,1
1596,392,113,0
1597,320,116,1
1598,148,124,1
1599,539,119,1
1600,739,106,1
1601,937,130,1
1602,276,128,0
1603,753,118,1
1604,40,113,0
1605,802,124,0
1606,143,130,1
1607,371,124,0
1608,274,115,1
1609,552,110,0
1610,882,109,0
1611,967,111,1
1612,620,113,1
1613,90,130,0
1614,50,120,1
1615,458,121,1
1616,927,101,0
1617,623,103,1
1618,304,119,1
1619,932,116,0
1620,901,107,0
1621,236,103,0
1622,194,125,0
1623,537,108,1
1624,68,102,0
1625,566,116,1
1626,891,102,0
1627,371,107,1
1628,424,111,0
1629,843,114,0
1630,617,123,1
1631,662,113,0
1632,429,125,0
1633,823,112,1
1634,137,106,1
1635,940,112,1
1636,337,119,1
1637,688,120,0
1638,478,110,0
1639,777,125,0
1640,957,125,1
1641,774,109,0
1642,789,104,0
1643,221,104,0
1644,50,125,1
1645,805,127,1
1646,592,120,1
1647,393,123,0
1648,892,111,1
1649,112,101,1
1650,541,117,1
1651,46,127,1
1652,243,104,0
1653,807,130,0
1654,748,109,1
1655,224,123,1
1656,91,106,0
1657,387,127,0
1658,168,103,1
1659,708,120,1
1660,312,105,0
1661,989,117,0
1662,245,130,0
1663,796,115,1
