userId,productId,ratings,Product Name,Price
906,111,3,Cereals,5
457,108,3,Grapes,7
889,122,4,Tortilla,6
127,118,4,Curd,13
791,113,1,walnut,14
74,110,5,Curly Kale,5
101,127,1,pizza,8
561,102,2,Sphagetti,14
418,119,3,Cereals,14
173,112,4,Rice,11
242,119,1,Cereals,14
403,121,4,Milk,9
76,118,5,Curd,13
999,110,2,Curly Kale,5
656,109,5,Cupcake,9
138,117,4,Frozen,8
218,111,3,Cereals,5
238,100,3,Juice,6
322,117,5,Frozen,8
252,101,5,Bread,11
867,121,4,Milk,9
191,126,4,Tuna,5
898,110,2,Curly Kale,5
137,126,3,Tuna,5
453,105,2,Meat,15
420,119,5,Cereals,14
389,109,3,Cupcake,9
648,113,2,walnut,14
899,108,3,Grapes,7
408,111,4,Cereals,5
712,103,3,Cheese,6
803,121,1,Milk,9
713,123,4,Chips,14
743,100,5,Juice,6
106,119,4,Cereals,14
398,129,1,Avocado,6
738,127,5,pizza,8
310,107,4,Banana,15
208,112,3,Rice,11
6,120,3,Eggs,8
276,117,4,Frozen,8
221,114,3,Apples,9
57,128,4,coconut water,15
81,120,4,Eggs,8
736,129,4,Avocado,6
395,127,4,pizza,8
449,105,2,Meat,15
295,113,1,walnut,14
640,119,1,Cereals,14
313,108,3,Grapes,7
169,127,1,pizza,8
702,126,3,Tuna,5
162,117,1,Frozen,8
259,126,5,Tuna,5
963,120,1,Eggs,8
945,109,3,Cupcake,9
24,106,5,Fish,5
882,107,3,Banana,15
896,115,4,Cabbage,5
602,123,5,Chips,14
890,125,1,Zhucchini,6
374,105,3,Meat,15
991,112,1,Rice,11
572,117,3,Frozen,8
403,119,4,Cereals,14
311,106,5,Fish,5
84,104,2,Cookie,5
102,112,4,Rice,11
324,121,5,Milk,9
780,104,3,Cookie,5
815,101,3,Bread,11
757,108,1,Grapes,7
772,101,2,Bread,11
493,105,5,Meat,15
327,125,1,Zhucchini,6
851,116,3,Salad,6
646,114,3,Apples,9
869,108,2,Grapes,7
634,114,3,Apples,9
944,112,5,Rice,11
303,104,2,Cookie,5
908,103,3,Cheese,6
701,107,5,Banana,15
389,118,1,Curd,13
852,119,5,Cereals,14
769,116,1,Salad,6
936,123,5,Chips,14
884,104,3,Cookie,5
412,116,5,Salad,6
217,109,2,Cupcake,9
488,116,1,Salad,6
578,114,2,Apples,9
986,107,4,Banana,15
904,102,3,Sphagetti,14
280,123,4,Chips,14
756,109,2,Cupcake,9
938,123,1,Chips,14
965,113,1,walnut,14
724,109,1,Cupcake,9
338,100,3,Juice,6
329,106,4,Fish,5
810,109,3,Cupcake,9
998,123,3,Chips,14
708,110,3,Curly Kale,5
289,100,1,Juice,6
523,105,1,Meat,15
794,115,1,Cabbage,5
445,112,2,Rice,11
769,106,5,Fish,5
752,118,1,Curd,13
704,101,4,Bread,11
112,113,3,walnut,14
580,109,3,Cupcake,9
822,104,2,Cookie,5
257,114,2,Apples,9
187,118,2,Curd,13
986,108,5,Grapes,7
459,111,5,Cereals,5
860,111,5,Cereals,5
179,120,3,Eggs,8
401,129,1,Avocado,6
542,118,2,Curd,13
756,108,3,Grapes,7
788,101,5,Bread,11
975,104,2,Cookie,5
249,119,1,Cereals,14
263,108,3,Grapes,7
812,125,5,Zhucchini,6
971,100,1,Juice,6
878,127,5,pizza,8
986,108,2,Grapes,7
39,116,4,Salad,6
423,103,3,Cheese,6
351,124,5,Carrots,10
618,129,3,Avocado,6
212,100,5,Juice,6
284,117,1,Frozen,8
119,106,5,Fish,5
168,114,1,Apples,9
28,121,4,Milk,9
221,106,3,Fish,5
179,128,2,coconut water,15
186,113,2,walnut,14
540,120,3,Eggs,8
465,126,3,Tuna,5
673,109,4,Cupcake,9
599,108,5,Grapes,7
979,128,5,coconut water,15
884,106,3,Fish,5
218,129,5,Avocado,6
581,120,2,Eggs,8
78,122,5,Tortilla,6
551,100,2,Juice,6
915,108,5,Grapes,7
939,111,1,Cereals,5
45,111,1,Cereals,5
618,111,5,Cereals,5
988,108,1,Grapes,7
313,118,1,Curd,13
989,120,4,Eggs,8
699,122,1,Tortilla,6
895,129,2,Avocado,6
914,100,4,Juice,6
302,119,1,Cereals,14
930,124,1,Carrots,10
382,113,5,walnut,14
616,116,4,Salad,6
193,126,2,Tuna,5
191,101,5,Bread,11
650,125,1,Zhucchini,6
304,127,3,pizza,8
869,126,5,Tuna,5
712,108,4,Grapes,7
269,123,4,Chips,14
115,111,1,Cereals,5
631,113,1,walnut,14
543,103,1,Cheese,6
825,119,3,Cereals,14
524,109,3,Cupcake,9
87,101,4,Bread,11
276,107,5,Banana,15
332,126,1,Tuna,5
650,126,4,Tuna,5
242,114,3,Apples,9
42,111,3,Cereals,5
395,116,2,Salad,6
149,115,1,Cabbage,5
403,104,1,Cookie,5
196,103,1,Cheese,6
766,111,5,Cereals,5
990,125,3,Zhucchini,6
570,122,2,Tortilla,6
785,105,3,Meat,15
197,119,1,Cereals,14
852,124,2,Carrots,10
201,123,2,Chips,14
6,125,1,Zhucchini,6
478,125,1,Zhucchini,6
254,124,3,Carrots,10
404,127,3,pizza,8
591,103,3,Cheese,6
125,105,5,Meat,15
303,100,5,Juice,6
495,125,3,Zhucchini,6
894,113,3,walnut,14
256,102,2,Sphagetti,14
206,114,5,Apples,9
64,105,2,Meat,15
360,129,2,Avocado,6
496,127,1,pizza,8
29,117,2,Frozen,8
237,126,1,Tuna,5
529,126,3,Tuna,5
200,108,2,Grapes,7
706,111,4,Cereals,5
270,103,3,Cheese,6
361,125,5,Zhucchini,6
57,114,2,Apples,9
139,101,2,Bread,11
183,105,2,Meat,15
344,106,1,Fish,5
859,118,1,Curd,13
616,115,4,Cabbage,5
850,105,4,Meat,15
276,102,5,Sphagetti,14
451,105,4,Meat,15
853,122,3,Tortilla,6
573,114,1,Apples,9
264,117,1,Frozen,8
328,127,4,pizza,8
564,101,3,Bread,11
455,123,1,Chips,14
961,107,1,Banana,15
681,106,2,Fish,5
584,120,3,Eggs,8
173,117,4,Frozen,8
301,102,5,Sphagetti,14
898,109,4,Cupcake,9
802,119,2,Cereals,14
47,107,5,Banana,15
561,129,3,Avocado,6
166,127,4,pizza,8
535,116,1,Salad,6
552,108,1,Grapes,7
42,127,2,pizza,8
618,121,2,Milk,9
71,125,2,Zhucchini,6
297,114,3,Apples,9
609,122,1,Tortilla,6
1,103,1,Cheese,6
407,124,3,Carrots,10
435,102,3,Sphagetti,14
222,118,2,Curd,13
586,124,2,Carrots,10
234,105,5,Meat,15
798,117,5,Frozen,8
508,128,1,coconut water,15
76,126,3,Tuna,5
988,114,1,Apples,9
71,100,2,Juice,6
781,103,2,Cheese,6
63,125,3,Zhucchini,6
144,109,1,Cupcake,9
530,121,3,Milk,9
124,115,4,Cabbage,5
802,123,1,Chips,14
211,102,1,Sphagetti,14
250,104,4,Cookie,5
473,108,1,Grapes,7
289,116,5,Salad,6
745,103,4,Cheese,6
2,101,4,Bread,11
765,125,4,Zhucchini,6
413,126,3,Tuna,5
111,102,5,Sphagetti,14
819,108,4,Grapes,7
778,118,4,Curd,13
234,129,4,Avocado,6
217,124,3,Carrots,10
676,117,1,Frozen,8
756,117,3,Frozen,8
954,100,2,Juice,6
355,105,1,Meat,15
151,123,1,Chips,14
117,128,1,coconut water,15
777,106,4,Fish,5
559,110,3,Curly Kale,5
502,104,4,Cookie,5
867,108,5,Grapes,7
259,109,3,Cupcake,9
465,110,1,Curly Kale,5
928,123,3,Chips,14
582,122,3,Tortilla,6
629,104,3,Cookie,5
469,107,5,Banana,15
445,124,3,Carrots,10
920,116,3,Salad,6
579,129,2,Avocado,6
916,100,2,Juice,6
60,129,4,Avocado,6
506,116,1,Salad,6
922,107,5,Banana,15
847,109,2,Cupcake,9
530,123,3,Chips,14
790,125,2,Zhucchini,6
43,124,3,Carrots,10
60,129,5,Avocado,6
237,100,3,Juice,6
772,112,1,Rice,11
546,129,5,Avocado,6
961,104,2,Cookie,5
594,113,1,walnut,14
374,122,3,Tortilla,6
790,129,5,Avocado,6
456,106,4,Fish,5
407,109,5,Cupcake,9
806,115,2,Cabbage,5
70,114,1,Apples,9
180,119,3,Cereals,14
276,117,4,Frozen,8
740,129,2,Avocado,6
170,122,4,Tortilla,6
624,102,3,Sphagetti,14
588,101,3,Bread,11
988,115,5,Cabbage,5
680,117,5,Frozen,8
451,107,1,Banana,15
654,107,5,Banana,15
24,114,4,Apples,9
649,120,2,Eggs,8
87,123,4,Chips,14
958,103,1,Cheese,6
437,110,3,Curly Kale,5
632,112,1,Rice,11
802,125,3,Zhucchini,6
438,116,1,Salad,6
890,104,4,Cookie,5
178,128,2,coconut water,15
90,110,1,Curly Kale,5
277,127,2,pizza,8
719,129,5,Avocado,6
137,113,4,walnut,14
178,108,5,Grapes,7
514,114,1,Apples,9
37,120,5,Eggs,8
560,104,2,Cookie,5
465,121,2,Milk,9
333,124,5,Carrots,10
388,122,1,Tortilla,6
70,106,3,Fish,5
88,129,4,Avocado,6
71,129,5,Avocado,6
655,117,2,Frozen,8
9,119,1,Cereals,14
850,114,2,Apples,9
823,118,5,Curd,13
303,100,2,Juice,6
993,100,2,Juice,6
583,106,5,Fish,5
857,111,3,Cereals,5
290,112,4,Rice,11
597,107,1,Banana,15
240,112,3,Rice,11
726,111,1,Cereals,5
320,120,2,Eggs,8
363,106,1,Fish,5
945,107,2,Banana,15
676,108,2,Grapes,7
176,117,3,Frozen,8
472,101,4,Bread,11
257,115,4,Cabbage,5
958,106,3,Fish,5
57,120,1,Eggs,8
361,105,3,Meat,15
685,118,5,Curd,13
344,118,3,Curd,13
447,107,4,Banana,15
157,105,1,Meat,15
839,107,2,Banana,15
115,100,1,Juice,6
756,110,1,Curly Kale,5
384,115,3,Cabbage,5
602,114,4,Apples,9
878,116,4,Salad,6
43,122,1,Tortilla,6
207,101,1,Bread,11
719,104,2,Cookie,5
404,106,1,Fish,5
804,111,2,Cereals,5
11,120,2,Eggs,8
882,109,2,Cupcake,9
943,117,2,Frozen,8
967,102,2,Sphagetti,14
662,124,1,Carrots,10
325,105,1,Meat,15
332,124,4,Carrots,10
135,105,4,Meat,15
164,126,4,Tuna,5
274,120,5,Eggs,8
819,109,2,Cupcake,9
446,111,5,Cereals,5
213,114,2,Apples,9
427,100,1,Juice,6
14,120,1,Eggs,8
432,124,1,Carrots,10
699,125,2,Zhucchini,6
329,109,4,Cupcake,9
149,114,1,Apples,9
249,112,2,Rice,11
496,118,5,Curd,13
194,118,4,Curd,13
788,119,4,Cereals,14
512,119,2,Cereals,14
501,118,4,Curd,13
88,105,4,Meat,15
217,129,4,Avocado,6
164,108,3,Grapes,7
871,123,1,Chips,14
669,128,5,coconut water,15
272,115,1,Cabbage,5
996,117,4,Frozen,8
139,108,3,Grapes,7
728,103,4,Cheese,6
581,109,3,Cupcake,9
54,123,2,Chips,14
972,118,1,Curd,13
444,107,2,Banana,15
8,105,1,Meat,15
932,114,1,Apples,9
4,126,3,Tuna,5
54,121,2,Milk,9
606,106,2,Fish,5
542,120,4,Eggs,8
431,112,1,Rice,11
962,123,4,Chips,14
367,124,5,Carrots,10
984,108,4,Grapes,7
896,125,5,Zhucchini,6
908,127,1,pizza,8
559,126,5,Tuna,5
155,122,4,Tortilla,6
387,122,1,Tortilla,6
218,114,2,Apples,9
98,118,2,Curd,13
515,117,4,Frozen,8
470,103,3,Cheese,6
788,108,3,Grapes,7
111,104,3,Cookie,5
299,107,2,Banana,15
144,113,3,walnut,14
467,115,4,Cabbage,5
599,127,5,pizza,8
845,102,1,Sphagetti,14
825,111,3,Cereals,5
215,103,2,Cheese,6
819,116,4,Salad,6
816,129,5,Avocado,6
71,129,2,Avocado,6
212,106,4,Fish,5
837,108,2,Grapes,7
802,119,4,Cereals,14
208,109,3,Cupcake,9
927,110,4,Curly Kale,5
17,120,1,Eggs,8
256,121,1,Milk,9
924,120,3,Eggs,8
662,110,2,Curly Kale,5
340,124,5,Carrots,10
11,125,3,Zhucchini,6
968,120,5,Eggs,8
985,109,5,Cupcake,9
213,111,5,Cereals,5
700,122,3,Tortilla,6
505,112,3,Rice,11
318,104,3,Cookie,5
377,113,1,walnut,14
882,118,3,Curd,13
766,123,1,Chips,14
116,118,2,Curd,13
829,120,1,Eggs,8
33,101,2,Bread,11
721,101,2,Bread,11
367,100,4,Juice,6
439,129,1,Avocado,6
311,112,3,Rice,11
210,102,3,Sphagetti,14
688,119,3,Cereals,14
554,121,4,Milk,9
97,100,4,Juice,6
890,106,5,Fish,5
869,109,3,Cupcake,9
682,102,4,Sphagetti,14
758,117,4,Frozen,8
915,119,3,Cereals,14
273,114,5,Apples,9
880,105,3,Meat,15
588,125,3,Zhucchini,6
421,100,2,Juice,6
220,104,2,Cookie,5
272,122,4,Tortilla,6
693,107,2,Banana,15
766,117,5,Frozen,8
190,129,4,Avocado,6
480,127,1,pizza,8
819,122,3,Tortilla,6
501,121,5,Milk,9
128,108,4,Grapes,7
958,127,5,pizza,8
672,120,3,Eggs,8
590,119,2,Cereals,14
712,113,4,walnut,14
352,107,4,Banana,15
581,112,3,Rice,11
921,111,5,Cereals,5
793,105,5,Meat,15
326,127,3,pizza,8
244,112,2,Rice,11
728,128,1,coconut water,15
945,126,2,Tuna,5
307,112,1,Rice,11
171,108,1,Grapes,7
847,121,4,Milk,9
475,103,4,Cheese,6
688,125,3,Zhucchini,6
815,104,4,Cookie,5
98,124,3,Carrots,10
473,108,1,Grapes,7
918,104,2,Cookie,5
572,124,4,Carrots,10
351,123,4,Chips,14
352,120,5,Eggs,8
129,118,3,Curd,13
340,111,5,Cereals,5
38,116,2,Salad,6
687,115,5,Cabbage,5
13,105,4,Meat,15
763,115,5,Cabbage,5
602,112,4,Rice,11
137,113,3,walnut,14
635,127,1,pizza,8
148,128,2,coconut water,15
754,105,2,Meat,15
907,103,3,Cheese,6
928,126,2,Tuna,5
486,125,5,Zhucchini,6
429,109,4,Cupcake,9
101,107,1,Banana,15
17,114,4,Apples,9
716,129,2,Avocado,6
42,116,1,Salad,6
26,124,2,Carrots,10
816,102,5,Sphagetti,14
445,109,2,Cupcake,9
609,127,3,pizza,8
918,124,5,Carrots,10
774,119,5,Cereals,14
693,105,2,Meat,15
241,116,2,Salad,6
407,115,5,Cabbage,5
244,103,4,Cheese,6
266,101,2,Bread,11
758,128,3,coconut water,15
340,106,4,Fish,5
70,106,2,Fish,5
933,108,2,Grapes,7
611,112,4,Rice,11
439,108,2,Grapes,7
593,124,4,Carrots,10
325,121,4,Milk,9
149,120,1,Eggs,8
534,119,1,Cereals,14
708,121,3,Milk,9
631,124,2,Carrots,10
256,118,5,Curd,13
208,119,3,Cereals,14
636,107,3,Banana,15
146,122,2,Tortilla,6
361,122,2,Tortilla,6
905,105,1,Meat,15
710,128,2,coconut water,15
260,124,3,Carrots,10
42,107,2,Banana,15
636,127,3,pizza,8
645,101,4,Bread,11
84,103,1,Cheese,6
954,119,4,Cereals,14
239,121,3,Milk,9
154,102,3,Sphagetti,14
332,113,2,walnut,14
902,110,5,Curly Kale,5
907,126,5,Tuna,5
668,117,5,Frozen,8
585,129,3,Avocado,6
211,125,2,Zhucchini,6
319,119,2,Cereals,14
444,110,2,Curly Kale,5
45,100,2,Juice,6
191,101,2,Bread,11
20,122,1,Tortilla,6
712,129,3,Avocado,6
474,103,1,Cheese,6
889,117,3,Frozen,8
11,120,1,Eggs,8
61,101,2,Bread,11
52,117,2,Frozen,8
812,124,2,Carrots,10
757,109,1,Cupcake,9
816,129,5,Avocado,6
549,126,1,Tuna,5
193,125,5,Zhucchini,6
957,112,4,Rice,11
371,122,5,Tortilla,6
127,122,5,Tortilla,6
390,117,3,Frozen,8
610,124,1,Carrots,10
237,127,1,pizza,8
713,104,1,Cookie,5
852,111,4,Cereals,5
507,107,2,Banana,15
344,104,4,Cookie,5
867,113,1,walnut,14
675,119,4,Cereals,14
193,100,3,Juice,6
559,116,3,Salad,6
842,102,2,Sphagetti,14
272,106,1,Fish,5
29,104,1,Cookie,5
237,123,2,Chips,14
791,123,4,Chips,14
751,104,3,Cookie,5
235,115,4,Cabbage,5
482,119,5,Cereals,14
61,111,1,Cereals,5
419,123,2,Chips,14
632,112,1,Rice,11
738,128,1,coconut water,15
599,112,4,Rice,11
805,101,2,Bread,11
380,124,5,Carrots,10
217,109,4,Cupcake,9
570,115,2,Cabbage,5
833,115,2,Cabbage,5
255,114,1,Apples,9
654,109,1,Cupcake,9
651,101,5,Bread,11
922,115,2,Cabbage,5
732,105,1,Meat,15
923,105,5,Meat,15
697,107,3,Banana,15
375,127,2,pizza,8
213,111,2,Cereals,5
246,122,5,Tortilla,6
716,102,5,Sphagetti,14
890,126,1,Tuna,5
736,110,2,Curly Kale,5
803,112,1,Rice,11
433,110,5,Curly Kale,5
808,102,4,Sphagetti,14
805,108,5,Grapes,7
311,116,1,Salad,6
501,104,1,Cookie,5
853,100,3,Juice,6
662,121,4,Milk,9
733,118,4,Curd,13
632,120,3,Eggs,8
823,102,5,Sphagetti,14
968,121,2,Milk,9
344,123,3,Chips,14
363,124,2,Carrots,10
247,129,2,Avocado,6
654,111,5,Cereals,5
324,120,2,Eggs,8
317,128,3,coconut water,15
157,111,4,Cereals,5
869,125,3,Zhucchini,6
751,110,4,Curly Kale,5
584,107,2,Banana,15
267,124,2,Carrots,10
729,114,1,Apples,9
828,100,1,Juice,6
676,126,2,Tuna,5
844,112,2,Rice,11
14,104,4,Cookie,5
124,123,5,Chips,14
645,111,2,Cereals,5
386,109,3,Cupcake,9
780,127,5,pizza,8
923,110,1,Curly Kale,5
962,120,1,Eggs,8
609,100,3,Juice,6
776,116,5,Salad,6
761,124,3,Carrots,10
512,110,1,Curly Kale,5
949,100,2,Juice,6
517,108,3,Grapes,7
115,126,2,Tuna,5
285,111,2,Cereals,5
410,127,1,pizza,8
916,116,3,Salad,6
820,113,2,walnut,14
57,127,4,pizza,8
451,100,3,Juice,6
774,114,1,Apples,9
928,118,5,Curd,13
831,117,4,Frozen,8
375,109,3,Cupcake,9
36,120,1,Eggs,8
77,102,2,Sphagetti,14
127,122,3,Tortilla,6
712,105,3,Meat,15
297,100,5,Juice,6
139,122,4,Tortilla,6
355,106,2,Fish,5
808,110,1,Curly Kale,5
519,111,5,Cereals,5
277,118,2,Curd,13
872,108,1,Grapes,7
562,126,3,Tuna,5
338,106,2,Fish,5
239,108,4,Grapes,7
504,114,2,Apples,9
5,109,2,Cupcake,9
701,125,3,Zhucchini,6
151,110,3,Curly Kale,5
654,109,5,Cupcake,9
390,100,3,Juice,6
673,100,3,Juice,6
730,129,4,Avocado,6
206,119,3,Cereals,14
400,102,2,Sphagetti,14
181,101,5,Bread,11
212,119,1,Cereals,14
480,123,3,Chips,14
408,128,2,coconut water,15
855,101,3,Bread,11
556,100,1,Juice,6
376,115,4,Cabbage,5
643,122,1,Tortilla,6
368,115,2,Cabbage,5
437,125,4,Zhucchini,6
436,125,5,Zhucchini,6
439,104,5,Cookie,5
730,112,5,Rice,11
991,107,2,Banana,15
